Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
12.41.1–4,False,True,True,436050,,European Paintings,1912,"Painting, part of an altarpiece",Saint Lucy and Her Mother at the Shrine of Saint Agatha; Saint Lucy Giving Alms; Saint Lucy before Paschasius; Saint Lucy Resisting Efforts to Move Her,,,,,,16359,Artist," ",Giovanni di Bartolommeo Cristiani,"Italian, Florence, active 1367–98"," ","Cristiani, Giovanni di Bartolommeo",Italian,1367      ,1398      ,,http://vocab.getty.edu/page/ulan/500007398,https://www.wikidata.org/wiki/Q3768475,,1367,1398,"Tempera on wood, gold ground",(.4 and .3) 9 3/4 x 15 1/8 in. (24.8 x 38.4 cm); (.1) 9 1/2 x 15 1/4 in. (24.1 x 38.7 cm); (.2) 10 x 15 in. (25.4 x 38.1 cm),"Rogers Fund, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436050,https://www.wikidata.org/wiki/Q19912182,,"Metropolitan Museum of Art, New York, NY",Cows|Soldiers|Men|Women|Saints|Angels,http://vocab.getty.edu/page/aat/300250120|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q830|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q235113
50.145.9ab,False,True,True,436096,,European Paintings,1950,"Painting, parts of a polyptych",The Annunciation,,,,,,16181,Artist," ",Gerard David,"Netherlandish, Oudewater ca. 1455–1523 Bruges"," ","David, Gerard",Netherlandish,1455      ,1523      ,,http://vocab.getty.edu/page/ulan/500025998,https://www.wikidata.org/wiki/Q333380,1506,1506,1506,Oil on wood,"Angel, overall 31 1/8 x 25 in. (79.1 x 63.5 cm), painted surface 30 1/4 x 24 3/8 in. (76.8 x 61.9 cm); Virgin, overall 31 1/8 x 25 1/4 in. (79.1 x 64.1 cm), painted surface 30 1/2 x 24 3/4 in. (77.5 x61.9 cm)","Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436096,https://www.wikidata.org/wiki/Q19911528,,"Metropolitan Museum of Art, New York, NY",Annunciation|Archangel Gabriel|Beds|Virgin Mary,http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/ia/901000493|http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q154326|https://www.wikidata.org/wiki/Q81989|https://www.wikidata.org/wiki/Q42177|https://www.wikidata.org/wiki/Q345
1977.10,True,True,True,436106,,European Paintings,1977,Painting,"Antoine Laurent Lavoisier (1743–1794) and Marie Anne Lavoisier (Marie Anne Pierrette Paulze, 1758–1836)",,,,,,16181,Artist," ",Jacques Louis David,"French, Paris 1748–1825 Brussels"," ","David, Jacques Louis",French,1748      ,1825      ,,http://vocab.getty.edu/page/ulan/500115221,https://www.wikidata.org/wiki/Q83155,1788,1788,1788,Oil on canvas,102 1/4 x 76 5/8 in. (259.7 x 194.6 cm),"Purchase, Mr. and Mrs. Charles Wrightsman Gift, in honor of Everett Fahy, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436106,https://www.wikidata.org/wiki/Q613928,,"Metropolitan Museum of Art, New York, NY",Couples|Men|Portraits|Women|Scientists|Chemistry,http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025788|http://vocab.getty.edu/page/aat/300054537,https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q901|https://www.wikidata.org/wiki/Q2329
29.160.26,False,True,True,436155,816,European Paintings,1929,Drawing,The Rehearsal of the Ballet Onstage,,,,,,16182,Artist," ",Edgar Degas,"French, Paris 1834–1917 Paris"," ","Degas, Edgar",French,1834      ,1917      ,,http://vocab.getty.edu/page/ulan/500115194,https://www.wikidata.org/wiki/Q46373,ca. 1874,1871,1877,"Oil colors freely mixed with turpentine, with traces of watercolor and pastel over pen-and-ink drawing on cream-colored wove paper, laid down on bristol board and mounted on canvas",21 3/8 x 28 3/4 in. (54.3 x 73 cm),"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/436155,https://www.wikidata.org/wiki/Q19911722,,"Metropolitan Museum of Art, New York, NY",Men|Women|Dancing|Dancers|Ballet,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300389779|http://vocab.getty.edu/page/aat/300025653|http://vocab.getty.edu/page/aat/300054145,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43393537|https://www.wikidata.org/wiki/Q5716684|https://www.wikidata.org/wiki/Q41425
17.120.210,False,True,True,436213,,European Paintings,1917,Painting,"Portrait of a Woman, Said to be Madame Charles Simon Favart (Marie Justine Benoîte Duronceray, 1727–1772)",,,,,,16356,Artist," ",François Hubert Drouais,"French, Paris 1727–1775 Paris"," ","Drouais, François Hubert",French,1727      ,1775      ,,http://vocab.getty.edu/page/ulan/500115441,https://www.wikidata.org/wiki/Q946487,1757,1757,1757,Oil on canvas,31 1/2 x 25 1/2 in. (80 x 64.8 cm),"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436213,https://www.wikidata.org/wiki/Q19912497,,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Portraits|Women|Music|Musicians,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300435214|http://vocab.getty.edu/page/aat/300025666,https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q638|https://www.wikidata.org/wiki/Q639669
1982.448,False,True,True,436334,,European Paintings,1982,Painting,Madonna and Child,,,,,,16189,Artist," ",Francesco Francia,"Italian, Bologna ca. 1447–1517 Bologna"," ","Francia, Francesco",Italian,1447      ,1517      ,,http://vocab.getty.edu/page/ulan/500115527,https://www.wikidata.org/wiki/Q260057,1490s,1490,1499,Oil on wood,24 x 18 1/8 in. (61 x 46 cm),"Gift of Lewis C. Ledyard III, Mrs. Victor Onet, and Mrs. T. F. Turner, in memory of Lewis C. Ledyard, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436334,https://www.wikidata.org/wiki/Q19912336,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
1980.411,False,True,True,436423,,European Paintings,1980,Painting,The Night-Hag Visiting Lapland Witches,,,,,,16544,Artist," ",Henry Fuseli,"Swiss, Zürich 1741–1825 London"," ","Fuseli, Henry",Swiss,1741      ,1825      ,,http://vocab.getty.edu/page/ulan/500115235,https://www.wikidata.org/wiki/Q122382,1796,1796,1796,Oil on canvas,40 x 49 3/4 in. (101.6 x 126.4 cm),"Purchase, Bequest of Lillian S. Timken, by exchange, and Victor Wilbour Memorial, The Alfred N. Punnett Endowment, Marquand and Charles B. Curtis Funds, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436423,https://www.wikidata.org/wiki/Q19905322,,"Metropolitan Museum of Art, New York, NY",Children|Female Nudes|Witches|Knives,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300252827|http://vocab.getty.edu/page/aat/300024668,https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q1616828|https://www.wikidata.org/wiki/Q32489
66.88.1,False,True,True,436436,,European Paintings,1966,Painting,"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",,,,,,16619,Artist," ",Thomas Gainsborough,"British, Sudbury 1727–1788 London"," ","Gainsborough, Thomas",British,1727      ,1788      ,,http://vocab.getty.edu/page/ulan/500115200,https://www.wikidata.org/wiki/Q192720,,1747,1788,Oil on canvas,"Oval, 30 1/4 x 25 1/8 in. (76.8 x 63.8 cm)","Bequest of Jeanne King deRham, in memory of her father, David H. King Jr., 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436436,https://www.wikidata.org/wiki/Q19912490,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
1993.400.3,False,True,True,436449,822,European Paintings,1993,Painting,The Siesta,,,,,,16192,Artist," ",Paul Gauguin,"French, Paris 1848–1903 Atuona, Hiva Oa, Marquesas Islands"," ","Gauguin, Paul",French,1848      ,1903      ,,http://vocab.getty.edu/page/ulan/500011421,https://www.wikidata.org/wiki/Q37693,ca. 1892–94,1892,1894,Oil on canvas,35 x 45 3/4 in. (88.9 x 116.2 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436449,https://www.wikidata.org/wiki/Q3212828,,"Metropolitan Museum of Art, New York, NY",Women|Baskets|Irons,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300194498|http://vocab.getty.edu/page/aat/300185311,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q201097|https://www.wikidata.org/wiki/Q483634
1989.183,False,True,True,436455,802,European Paintings,1989,Painting,Evening: Landscape with an Aqueduct,,,,,,16422,Artist," ",Théodore Gericault,"French, Rouen 1791–1824 Paris"," ","Gericault, Théodore",French,1791      ,1824      ,,http://vocab.getty.edu/page/ulan/500115562,https://www.wikidata.org/wiki/Q184212,1818,1818,1818,Oil on canvas,98 1/2 x 86 1/2 in. (250.2 x 219.7 cm),"Purchase, Gift of James A. Moffett 2nd, in memory of George M. Moffett, by exchange, 1989",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436455,https://www.wikidata.org/wiki/Q19911548,,"Metropolitan Museum of Art, New York, NY",Rivers|Landscapes|Evening|Men|Aqueducts,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300343633|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300006165,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q7725|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q474
1974.1,False,True,True,436485,964,European Paintings,1974,Painting,Vanitas Still Life,,,,,,16192,Artist," ",Jacques de Gheyn II,"Netherlandish, Antwerp 1565–1629 The Hague"," ","Gheyn, Jacques de, II",Netherlandish,1565      ,1629      ,,http://vocab.getty.edu/page/ulan/500115191,https://www.wikidata.org/wiki/Q1347434,1603,1603,1603,Oil on wood,32 1/2 x 21 1/4 in. (82.6 x 54 cm),"Charles B. Curtis, Marquand, Victor Wilbour Memorial, and The Alfred N. Punnett Endowment Funds, 1974",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436485,https://www.wikidata.org/wiki/Q19911453,,"Metropolitan Museum of Art, New York, NY",Money|Skulls|Flowers|Still Life|Vases,http://vocab.getty.edu/page/aat/300037316|http://vocab.getty.edu/page/aat/300191856|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300132254,https://www.wikidata.org/wiki/Q1368|https://www.wikidata.org/wiki/Q13147|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q191851
1995.7,True,True,True,436516,,European Paintings,1995,"Painting, birth tray",The Triumph of Fame; (reverse) Impresa of the Medici Family and Arms of the Medici and Tornabuoni Families,,,,,,10851,Artist," ",Giovanni di ser Giovanni Guidi (called Scheggia),"Italian, San Giovanni Valdarno 1406–1486 Florence"," ",Giovanni di ser Giovanni Guidi (called Scheggia),Italian,1406      ,1486      ,,http://vocab.getty.edu/page/ulan/500022041,https://www.wikidata.org/wiki/Q2738832,ca. 1449,1444,1454,"Tempera, silver, and gold on wood","Overall, with engaged frame, diameter 36 1/2 in. (92.7 cm); recto, painted surface, diameter 24 5/8 in. (62.5 cm); verso, painted surface, diameter 29 5/8 in. (75.2 cm)","Purchase in memory of Sir John Pope-Hennessy: Rogers Fund, The Annenberg Foundation, Drue Heinz Foundation, Annette de la Renta, Mr. and Mrs. Frank E. Richardson, and The Vincent Astor Foundation Gifts, Wrightsman and Gwynne Andrews Funds, special funds, and Gift of the children of Mrs. Harry Payne Whitney, Gift of Mr. and Mrs. Joshua Logan, and other gifts and bequests, by exchange, 1995",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436516,https://www.wikidata.org/wiki/Q3998939,,"Metropolitan Museum of Art, New York, NY",Animals|Horses|Armor|Men|Dogs,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300226591|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q20793164|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144
1993.400.5,False,True,True,436534,822,European Paintings,1993,Painting,Roses,,,,,,16194,Artist," ",Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise"," ","Gogh, Vincent van",Dutch,1853      ,1890      ,,http://vocab.getty.edu/page/ulan/500115588,https://www.wikidata.org/wiki/Q5582,1890,1890,1890,Oil on canvas,36 5/8 x 29 1/8 in. (93 x 74 cm),"The Walter H. and Leonore Annenberg Collection, Gift of Walter H. and Leonore Annenberg, 1993, Bequest of Walter H. Annenberg, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436534,https://www.wikidata.org/wiki/Q19904856,,"Metropolitan Museum of Art, New York, NY",Still Life|Roses,http://vocab.getty.edu/page/aat/300015638|http://vocab.getty.edu/page/aat/300266246,https://www.wikidata.org/wiki/Q170571|https://www.wikidata.org/wiki/Q102231
1970.295,False,True,True,436580,,European Paintings,1970,Painting,Aegina Visited by Jupiter,,,,,,16555,Artist," ",Jean-Baptiste Greuze,"French, Tournus 1725–1805 Paris"," ","Greuze, Jean-Baptiste",French,1725      ,1805      ,,http://vocab.getty.edu/page/ulan/500000119,https://www.wikidata.org/wiki/Q347139,ca. 1767–69,1767,1769,Oil on canvas,57 7/8 x 77 1/8 in. (147 x 195.9 cm),"Gift of Harry N. Abrams and Purchase, Joseph Pulitzer Bequest, Pfeiffer, Fletcher, and Rogers Funds, 1970",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436580,https://www.wikidata.org/wiki/Q19905222,,"Metropolitan Museum of Art, New York, NY",Jupiter|Eagles|Female Nudes|Beds,http://vocab.getty.edu/page/ia/901000166|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300038697,https://www.wikidata.org/wiki/Q4649|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q42177
35.89.4,False,True,True,436649,,European Paintings,1935,"Painting, miniature","Portrait of a Young Man, Probably Robert Devereux (1566–1601), Second Earl of Essex",,,,,,16616,Artist," ",Nicholas Hilliard,"British, Exeter ca. 1547–1619 London"," ","Hilliard, Nicholas",British,1542      ,1619      ,,http://vocab.getty.edu/page/ulan/500028850,https://www.wikidata.org/wiki/Q318114,1588,1588,1588,Vellum laid on card,"Oval, 1 5/8 x 1 3/8 in. (40 x 33 mm)","Fletcher Fund, 1935",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436649,https://www.wikidata.org/wiki/Q19913942,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
32.100.311,False,True,True,436651,,European Paintings,1932,"Painting, miniature",Portrait of a Woman,,,,,,16616,Artist," ",Nicholas Hilliard,"British, Exeter ca. 1547–1619 London"," ","Hilliard, Nicholas",British,1542      ,1619      ,,http://vocab.getty.edu/page/ulan/500028850,https://www.wikidata.org/wiki/Q318114,ca. 1590,1585,1595,Vellum laid on card,"Oval, 1 x 7/8 in. (27 x 22 mm)","The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436651,https://www.wikidata.org/wiki/Q19913735,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
50.145.24,False,True,True,436660,,European Paintings,1950,Painting,Portrait of a Man in Royal Livery,,,,,,16199,Artist," ",Hans Holbein the Younger,"German, Augsburg 1497/98–1543 London"," ","Holbein, Hans, the Younger",German,1497      ,1543      ,,http://vocab.getty.edu/page/ulan/500005259,https://www.wikidata.org/wiki/Q48319,1532–35,1532,1535,"Oil and gold on parchment, laid down on linden","Overall, with engaged frame, diameter 5 in. (12.7 cm); painted surface diameter 3 3/4 in. (9.5 cm)","Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436660,https://www.wikidata.org/wiki/Q19911525,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
50.69.2,False,True,True,436662,,European Paintings,1950,"Painting, miniature","Margaret Roper (Margaret More, 1505–1544)",,,,,,16199,Artist," ",Hans Holbein the Younger,"German, Augsburg 1497/98–1543 London"," ","Holbein, Hans, the Younger",German,1497      ,1543      ,,http://vocab.getty.edu/page/ulan/500005259,https://www.wikidata.org/wiki/Q48319,1535–36,1535,1536,Vellum laid on playing card,Diameter 1 3/4 in. (45 mm),"Rogers Fund, 1950",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436662,https://www.wikidata.org/wiki/Q7232242,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
